ROI,PnL,Win_Rate,Total_Trades,Sharpe_Ratio,ROI_norm,PnL_norm,Win_Rate_norm,Sharpe_Ratio_norm,Score,Rank
36.53049650391913,2427.2928308600003,39.75903614457831,83.0,0.3046316664768804,1.0,0.1751601254756388,0.49537026950478213,0.5091946093272575,0.5449312510769195,1.0
0.0028019605630007303,532.65697373,58.333333333333336,108.0,0.6737326022393789,0.00012010806177018155,0.15269733849011013,0.7267932489451476,1.0,0.469902673874257,2.0
0.09221419422892395,16337.46188064,78.22172200337648,3554.0,0.32906916130259056,0.002567607025323027,0.3400789741937344,0.9745889052500252,0.5416899325109231,0.4647313547450014,3.0
2.4344745105614923e-05,1373.56489,71.42857142857143,28.0,0.5247548876768744,4.407582818515684e-05,0.162667135760933,0.889950917075691,0.8018995393595221,0.46364041700608283,4.0
6.798005741097196,2856.30056379,64.75972540045767,437.0,0.4318153572803059,0.1861265808687047,0.18024643759397319,0.806861678135901,0.6783148553191095,0.4628873879794221,5.0
0.09981064418714747,42574.473678790004,52.32198142414861,4522.0,0.22726369206672964,0.0027755461700814587,0.6511447681513157,0.6518959349229365,0.40631592432070784,0.42803304339126036,6.0
18.787880072103714,2424.8295199599997,32.55813953488372,43.0,0.360134734922675,0.5143278101088972,0.17513092048206835,0.4056520459228731,0.5829988253360806,0.4195274004624798,7.0
1.8382264615700603,1038.8074192600002,55.35168195718655,327.0,0.47019884903837617,0.05036155019684508,0.15869825396829257,0.689643921672722,0.7293546193575992,0.40701458629886467,8.0
5.4892235760837985e-06,71998.85595307,32.94214876033058,6050.0,0.060696987581057224,4.3559692221333315e-05,1.0,0.4104365369958005,0.1848268178266358,0.3988267286286644,9.0
3.610894846075512e-05,7195.178324640001,74.5396317053643,1249.0,0.22132871844103924,4.4397852077617816e-05,0.23168813628844362,0.928712590325425,0.39842399892373803,0.3897172808474211,10.0
0.34844523597670274,2176.83382376,43.52280237937872,6052.0,0.5432036803122697,0.009581470602995445,0.1721906855677419,0.5422642104772502,0.8264314925450377,0.38761696479825625,11.0
0.00019948932553774066,2361.4245720499994,54.80386583285958,1759.0,0.42489048586191835,4.8870095831809974e-05,0.17437919194628085,0.6828185092014512,0.6691066309757089,0.3815883005548182,12.0
0.03834842754837453,18015.997370259996,61.39714769156394,4137.0,0.222217840982549,0.0010931286154198241,0.35997967701696665,0.7649662705151455,0.3996062937760665,0.38141134248089964,13.0
0.2339030078680698,1264.28919972,44.3609022556391,133.0,0.5214934305671125,0.00644608327304267,0.16137156408460332,0.5527063590259554,0.7975626748982815,0.3795216703204707,14.0
4.455798962877624e-05,2899.93302141,56.74603174603175,252.0,0.39368329462579077,4.4629129372165794e-05,0.18076374364911027,0.7070165618990212,0.6276094246497346,0.37885858983180953,15.0
0.0012063467290482617,2493.75041995,48.31460674157304,89.0,0.46947165209293595,7.64310050105804e-05,0.17594804609990156,0.6019668000894,0.7283876421805692,0.37659472984372033,16.0
6.203965444355854e-06,17601.40139824,54.29403202328966,687.0,0.2756162605895563,4.357925699351359e-05,0.355064230616279,0.6764663302720899,0.47061189050364616,0.37554650766225217,17.0
3.526595285359403e-06,14197.577075890002,52.76595744680851,705.0,0.2994535961266823,4.3505968804408785e-05,0.31470851772222963,0.6574275710822977,0.5023091625702348,0.36862218933589164,18.0
0.0007250846222006749,2799.9025498399997,37.254901960784316,102.0,0.5114319082672693,6.325732105914541e-05,0.17957778320901674,0.4641704783179094,0.7841835449512509,0.35699876594980906,19.0
22.824928756774167,2408.2239999800004,9.523809523809524,42.0,0.300106994585881,0.6248347515690682,0.17493404557510883,0.11866012227675879,0.5031780075255301,0.3554017317366165,20.0
